Id,Start time,Completion time,Email,Name,TIÊU ĐỀ CỦA SÁCH?(Ví dụ: Nhà Giả Kim),TÊN TÁC GIẢ?(Ví dụ: Paulo Coelho),CHỦ ĐỀ?,NHÀ XUẤT BẢN?(Ví dụ: NXB văn học)
508,8/29/2025 14:47,8/29/2025 14:48,anonymous,,Ý THIÊN ĐỒ LONG KÝ,KIM DUNG,Văn học - Tiểu thuyết,NXB VĂN HỌC
509,8/29/2025 14:48,8/29/2025 14:48,anonymous,,Luyện thi năng lực nhật ngữ N3,Sasaki Hikoto,Ngoại ngữ,NXB Trẻ 
510,8/29/2025 14:48,8/29/2025 14:48,anonymous,,khác biệt để bứt phá,jason fried,Kỹ năng mềm,nxb tổng hợp tphcm
511,8/29/2025 14:48,8/29/2025 14:48,anonymous,,Mỗi Ngày Tiết Kiệm Một Giờ,Michael Heppell,Kỹ năng mềm,NXB Trẻ
512,8/29/2025 14:48,8/29/2025 14:49,anonymous,,Luyện thi năng lực nhật ngữ N3,Sasaki Hikoto,Ngoại ngữ,NXB Trẻ
513,8/29/2025 14:49,8/29/2025 14:49,anonymous,,Luyện thi năng lực nhật ngữ N3,Sasaki Hikoto,Ngoại ngữ,NXB Trẻ 
514,8/29/2025 14:49,8/29/2025 14:49,anonymous,,Nhà lãnh đạo kim cương - 7 bước xây dựng đội ngũ tài năng giúp doanh nghiệp tăng 300% lợi nhuận,Michelle Nguyen,Kỹ năng mềm,NXB thế giới 
515,8/29/2025 14:49,8/29/2025 14:49,anonymous,,Luyện thi năng lực nhật ngữ N3 ,Sasaki Hikoto,Ngoại ngữ,NXB Trẻ
516,8/29/2025 14:48,8/29/2025 14:49,anonymous,,Ý THIÊN ĐỒ LONG KÝ SỐ 7,KIM DUNG,Văn học - Tiểu thuyết,NXB VĂN HỌC
517,8/29/2025 14:47,8/29/2025 14:49,anonymous,,Lâu đài thủy tinh (The Glass Castle),Jeannette Walls,Hồi ký - Tiểu sử - Tự truyện,NXB Văn Hóa Thông Tin
518,8/29/2025 14:47,8/29/2025 14:49,anonymous,,Menschen A1.2,"Sandra Evans, Angela Pude, Franz Specht",Ngoại ngữ,Hueber 
519,8/29/2025 14:49,8/29/2025 14:49,anonymous,,Mỗi Ngày Tiết Kiệm Một Giờ,Michael Heppell ,Kỹ năng mềm,NXB Trẻ
520,8/29/2025 14:48,8/29/2025 14:49,anonymous,,Thời gian thầm lặng ,Hàn vĩnh nguyên,Văn học - Tiểu thuyết,Nxb mũi cà mau
521,8/29/2025 14:47,8/29/2025 14:50,anonymous,,Kỷ nguyên hỗn loạn - Những cuộc khám phá trong thế giới mới,Alan Greenspan,Kinh tế - Quản trị,NXB trẻ
522,8/29/2025 14:49,8/29/2025 14:50,anonymous,,Luyện thi năng lực nhật ngữ N3,Sasaki Hikoto,Ngoại ngữ,NXB Trẻ
523,8/29/2025 14:49,8/29/2025 14:50,anonymous,,Chuyện đông chuyện tây,An Chi,Lịch sử - Địa lý,NXB trẻ
524,8/29/2025 14:48,8/29/2025 14:50,anonymous,,đừng bao giờ đi ăn một mình,keith ferrazzi,Kỹ năng mềm,nxb trẻ
525,8/29/2025 14:49,8/29/2025 14:50,anonymous,,Lược sử thời gian,Stephen Hawking,Khoa học tự nhiên - Kỹ thuật,NXB trẻ
526,8/29/2025 14:50,8/29/2025 14:50,anonymous,,Luyện thi năng lực nhật ngữ N3,Sasaki Hikoto,Ngoại ngữ,NXB Trẻ
527,8/29/2025 14:49,8/29/2025 14:50,anonymous,,Những chàng trai xấu tính,Nguyễn Nhật Ánh,Văn học - Tiểu thuyết,NXB Trẻ
528,8/29/2025 14:50,8/29/2025 14:50,anonymous,,Lược sử thời gian ,Stephen Hawking,Khoa học tự nhiên - Kỹ thuật,NXB Trẻ
529,8/29/2025 14:50,8/29/2025 14:50,anonymous,,quản lý thời gian hiệu quả,patrick forsyth,Kỹ năng mềm,nxb lao động
530,8/29/2025 14:50,8/29/2025 14:50,anonymous,,Nghiệp vụ văn thư lưu trữ,Hoàng Lê Minh,Kỹ năng mềm,NXB Văn hóa -Thông tin
531,8/29/2025 14:50,8/29/2025 14:51,anonymous,,Tôi thấy hoa vàng trên có xanh,Nguyễn nhật ánh ,Văn học - Tiểu thuyết,Nxb trẻ
532,8/29/2025 14:50,8/29/2025 14:51,anonymous,,tảng băng tan,john kotter,Kỹ năng mềm,nxb tổng hợp tphcm
533,8/29/2025 14:50,8/29/2025 14:51,anonymous,,Nghiệp vụ thư ký văn phòng,Hoàng Giang,Kỹ năng mềm,NXB Văn hóa - Thông tin
534,8/29/2025 14:51,8/29/2025 14:51,anonymous,,tảng băng tan,john kotter,Kỹ năng mềm,nxb tổng hợp tphcm
535,8/29/2025 14:50,8/29/2025 14:52,anonymous,,Những người thích khóc,Azit Nexin,Văn học - Tiểu thuyết,NXB Lao Động - Xã Hội
536,8/29/2025 14:51,8/29/2025 14:52,anonymous,,Tuyết,Maxence Fermine,Văn học - Tiểu thuyết,NXB Văn Học
537,8/29/2025 14:50,8/29/2025 14:52,anonymous,,CHUYỆN ĐÔNG CHUYỆN TÂY,AN CHI,Lịch sử - Địa lý,NXB TRẺ
538,8/29/2025 14:52,8/29/2025 14:52,anonymous,,nhân tố enzyme,hiromi shinya,Y học - Sức khỏe - Thể thao,nxb thế giới
539,8/29/2025 14:50,8/29/2025 14:52,anonymous,,Work Rules (Quy tắc của Google),Laszlo Bock,Kinh tế - Quản trị,NXB thế giới
540,8/29/2025 14:51,8/29/2025 14:52,anonymous,,Kỹ năng lãnh đạo của người Nhật,Masakasu Sugiura,Kỹ năng mềm,NXB Đại học Kinh Tế Quốc Dân
541,8/29/2025 14:52,8/29/2025 14:53,anonymous,,Mặt trời nhà Scorta,Laurent Gaude,Văn học - Tiểu thuyết,NXB Hội Nhà Văn
542,8/29/2025 14:52,8/29/2025 14:53,anonymous,,Tôi là Bento,Nguyễn Nhật Ánh,Văn học - Tiểu thuyết,NXB trẻ
543,8/29/2025 14:52,8/29/2025 14:53,anonymous,,nhân tố enzyme,hiromi shinya,Y học - Sức khỏe - Thể thao,nxb thế giới
544,8/29/2025 14:49,8/29/2025 14:53,anonymous,,"Professional Certificate in English - Academic Reading, Writing and Listening",Mr. Gerson C. Lapid,Ngoại ngữ,MDIS School of Languages and Education
545,8/29/2025 14:52,8/29/2025 14:53,anonymous,,Kỹ năng quản lý dự án hiệu quả,Clydebank Business,Kỹ năng mềm,NXB Phụ nữ
546,8/29/2025 14:51,8/29/2025 14:53,anonymous,,Rừng nauy,Haruki murakami,Văn học - Tiểu thuyết,Nxb hội nhà văn
547,8/29/2025 14:53,8/29/2025 14:54,anonymous,,Gió lẻ và 9 câu chuyện khác,Nguyễn Ngọc Tư,Văn học - Tiểu thuyết,NXB trẻ
548,8/29/2025 14:53,8/29/2025 14:54,anonymous,,nhân tố enzyme,hiromi shinya ,Y học - Sức khỏe - Thể thao,nxb thế giới
549,8/29/2025 14:52,8/29/2025 14:54,anonymous,,Giải mã bí ẩn thung lũng Silicon ,Michelle E. Messina và Jonathan C. Bear,Kinh tế - Quản trị,NXB thế giới
550,8/29/2025 14:52,8/29/2025 14:54,anonymous,,Cuộc Chia ly của những Vì sao,Trung Trung Đỉnh,Văn học - Tiểu thuyết,NXB Kim Đồng
551,8/29/2025 14:53,8/29/2025 14:54,anonymous,,Cọp Trắng,Aravind Adiga,Văn học - Tiểu thuyết,NXB Trẻ
552,8/29/2025 14:53,8/29/2025 14:54,anonymous,,Ngày mai không hẹn trước,Debbie Macomber,Văn học - Tiểu thuyết,Nxb Hội nhà văn
553,8/29/2025 14:53,8/29/2025 14:54,anonymous,,Cọp Trắng,Aravind Adiga,Văn học - Tiểu thuyết,NXB Trẻ
554,8/29/2025 14:52,8/29/2025 14:54,anonymous,,Ký Ức Không Quên,Jonathan Schell,Văn học - Tiểu thuyết,NXB trẻ
555,8/29/2025 14:54,8/29/2025 14:54,anonymous,,Có anh trong đời,Debbie Macomber,Văn học - Tiểu thuyết,Nxb hội nhà văn
556,8/29/2025 14:54,8/29/2025 14:55,anonymous,,nhân tố enzyme,hiromi shinya,Y học - Sức khỏe - Thể thao,nxb thế giới
557,8/29/2025 14:54,8/29/2025 14:55,anonymous,,Nơi Xa ,Văn Linh,Văn học - Tiểu thuyết,NXB Kim Đồng
558,8/29/2025 14:54,8/29/2025 14:55,anonymous,,Tâm hồn cao thượng,Nguyễn Khải,Văn học - Tiểu thuyết,NXB trẻ
559,8/29/2025 14:52,8/29/2025 14:55,anonymous,,THƠ DẤU ẤN CUỘC ĐỜI,MINH SỬ,Văn học - Tiểu thuyết,Không có
560,8/29/2025 14:55,8/29/2025 14:55,anonymous,,nhân tố enzyme - minh hoạ,hiromi shinya,Y học - Sức khỏe - Thể thao,nxb thế giới
561,8/29/2025 14:54,8/29/2025 14:55,anonymous,,"Ăn, Cầu Nguyện, Yêu",Elizabeth Gilbert,Hồi ký - Tiểu sử - Tự truyện,NXB Phụ Nữ
562,8/29/2025 14:54,8/29/2025 14:55,anonymous,,Business model generation,Alexander osterwalder & yves pigneur,Kinh tế - Quản trị,Nxb lao động
563,8/29/2025 14:55,8/29/2025 14:56,anonymous,,Tướng Lâm Kỳ Đạt,Hoàng Văn Bổn,Văn học - Tiểu thuyết,NXB Kim Đồng
564,8/29/2025 14:54,8/29/2025 14:56,anonymous,,Con Gái Mỹ,Meg Cabot,Kỹ năng mềm,NXB Văn hóa - Thông tin
565,8/29/2025 14:56,8/29/2025 14:56,anonymous,,Trăng nước chương dương,Hà Ân ,Văn học - Tiểu thuyết,NXB Kim Đồng
566,8/29/2025 14:55,8/29/2025 14:56,anonymous,,Thơ mang màu sắc Hồ Xuân Hương,Nhiều tác giả,Văn học - Tiểu thuyết,Sở văn hoá thông tin Vĩnh Long
567,8/29/2025 14:55,8/29/2025 14:56,anonymous,,Một đời như kẻ tìm đường,Phan Văn Trường,Kinh tế - Quản trị,Nxb Trẻ
568,8/29/2025 14:55,8/29/2025 14:56,anonymous,,Business model generation,Alexander osterwalder & yves pigneur,Kinh tế - Quản trị,Nxb lao động
569,8/29/2025 14:56,8/29/2025 14:56,anonymous,,Cát cháy,Thanh Quế,Văn học - Tiểu thuyết,NXB Kim Đồng
570,8/29/2025 14:55,8/29/2025 14:56,anonymous,,Bởi vì yêu,Guillame Musso,Văn học - Tiểu thuyết,NXB Hội Nhà Văn
571,8/29/2025 14:56,8/29/2025 14:57,anonymous,,Một đời quản trị,Phan Văn Trường,Kinh tế - Quản trị,Nxb Trẻ
572,8/29/2025 14:56,8/29/2025 14:57,anonymous,,Nửa mặt trời vàng ,Chimamanda Ngozi Adichie,Văn học - Tiểu thuyết,NXB Lao Động
573,8/29/2025 14:55,8/29/2025 14:57,anonymous,,Bạn Gái trên đường sự nghiệp,Hoàng Xuân Việt,Kỹ năng mềm,NXB Thanh niên
574,8/29/2025 14:56,8/29/2025 14:57,anonymous,,Bad blood (Máu bẩn),John Carreyrou ,Kinh tế - Quản trị,NXB thế giới
575,8/29/2025 14:57,8/29/2025 14:58,anonymous,,Mật mã Tây Tạng 2,Hà Mã,Văn học - Tiểu thuyết,NXB Văn Hóa Sài Gòn
576,8/29/2025 14:57,8/29/2025 14:58,anonymous,,PHI LÝ TRÍ,DAN ARIELY,Kinh tế - Quản trị,NXB LAO ĐỘNG
577,8/29/2025 14:58,8/29/2025 14:59,anonymous,,Sắc lá momiji,Miyamoto Teru,Tâm lý - Giáo dục,NXB Văn Học
578,8/29/2025 14:57,8/29/2025 14:59,anonymous,,Tư duy nhanh và chậm,Daniel Kahneman,Kinh tế - Quản trị,Nxb Thế giới
579,8/29/2025 14:58,8/29/2025 14:59,anonymous,,Tam Quốc Diễn Nghĩa,Thành Quân Úc,Văn học - Tiểu thuyết,NXB Lao Động Xã Hội
580,8/29/2025 14:59,8/29/2025 14:59,anonymous,,Mãi đừng xa tôi,Kazuo Ishiguro,Văn học - Tiểu thuyết,NXB Văn học
581,8/29/2025 15:00,8/29/2025 15:00,anonymous,,AMRITA,BANANA YOSHIMOTO,Văn học - Tiểu thuyết,NXB HỘI NHÀ VĂN
582,8/29/2025 15:00,8/29/2025 15:01,anonymous,,Sherlock Holmes toàn tập 2,Arthur Conan Doyle,Văn học - Tiểu thuyết,NXB Văn Hóa Thông Tin
583,8/29/2025 14:59,8/29/2025 15:01,anonymous,,The one thing,Jay Papasan và Gary Keller,Kinh tế - Quản trị,NXB Lao Động - Xã Hội
584,8/29/2025 14:58,8/29/2025 15:01,anonymous,,bước chậm lại giữa thế gian vội,Hae Min,Triết học - Tôn giáo - Tâm linh,NXB Hội Nhà Văn
585,8/29/2025 15:01,8/29/2025 15:01,anonymous,,Đẹp & Buồn,Yasunari Kawabata,Văn học - Tiểu thuyết,NXB Văn hóa Sài Gòn
586,8/29/2025 15:01,8/29/2025 15:02,anonymous,,Tuyết hoa và Cây quạt bí mật,Lisa See,Văn học - Tiểu thuyết,NXB Hội Nhà Văn
587,8/29/2025 14:59,8/29/2025 15:02,anonymous,,Android Application Development,Android ATC team,Khoa học tự nhiên - Kỹ thuật,ATC Advanced Training Consultants
588,8/29/2025 15:01,8/29/2025 15:02,anonymous,,Nghĩ kiểu Zuck thành công như Facebook,Ekaterina Walter,Kinh tế - Quản trị,NXB phụ nữ
589,8/29/2025 15:02,8/29/2025 15:02,anonymous,,Sống lưng của jesse,Yamanda Amy,Văn học - Tiểu thuyết,NXB Văn Hóa Sài Gòn
590,8/29/2025 15:02,8/29/2025 15:03,anonymous,,THE SECRET,RHONDA BRYNE,Kỹ năng mềm,NXB LAO ĐỘNG
591,8/29/2025 15:02,8/29/2025 15:03,anonymous,,Nhẫn Thạch ,Atiq Rahimi,Văn học - Tiểu thuyết,NXB Hội Nhà Văn
592,8/29/2025 15:02,8/29/2025 15:03,anonymous,,Sức mạnh của việc đặt câu hỏi Tại Sao,C.Richard Weylman,Kỹ năng mềm,NXB Công Thương
593,8/29/2025 15:02,8/29/2025 15:04,anonymous,,Lãnh đạo phong cách Barack Obama,Shel Leanne,Kinh tế - Quản trị,NXB thế giới
594,8/29/2025 15:02,8/29/2025 15:04,anonymous,,Try! N4 Japanese Language Proficiency,Nhóm tác giả,Ngoại ngữ,Ask Publishing
595,8/29/2025 15:03,8/29/2025 15:04,anonymous,,Sanshiro,Natsume Soseki,Văn học - Tiểu thuyết,NXB Văn Học
596,8/29/2025 15:03,8/29/2025 15:04,anonymous,,yêu đi rồi khóc,Hamlet Trương ,Nghệ thuật - Giải trí,NXB Khoa học
597,8/29/2025 15:04,8/29/2025 15:04,anonymous,,Những ngày tháng chỉ muốn rong chơi,Nguyễn Phước Huy,Văn học - Tiểu thuyết,NXB Văn học
598,8/29/2025 15:04,8/29/2025 15:05,anonymous,,Ba ơi mình đi đâu,Jean-Louis Fournier,Tâm lý - Giáo dục,NXB Hội Nhà Văn
599,8/29/2025 15:05,8/29/2025 15:05,anonymous,,Quảy gánh băng đồng ra thế giới ,Nguyễn Phi Vân,Văn học - Tiểu thuyết,NXB Trẻ
600,8/29/2025 15:05,8/29/2025 15:05,anonymous,,Ở NGƯỠNG CỦA CUỘC ĐỜI,LÝ LAN,Hồi ký - Tiểu sử - Tự truyện,NXB VĂN NGHỆ
601,8/29/2025 15:04,8/29/2025 15:05,anonymous,,Kỹ năng quản lý dự án hiệu quả,Clydebank Business,Kinh tế - Quản trị,NXB phụ nữ
602,8/29/2025 15:05,8/29/2025 15:06,anonymous,,Bay xuyên những tầng mây,Hà Nhân ,Văn học - Tiểu thuyết,NXB Văn Học
603,8/29/2025 15:05,8/29/2025 15:06,anonymous,,Người tính ,Marguerite Duras,Văn học - Tiểu thuyết,NXB Hội Nhà Văn
604,8/29/2025 15:06,8/29/2025 15:06,anonymous,,Sống như cây rừng,Hà Nhân,Văn học - Tiểu thuyết,NXB Văn Học
605,8/29/2025 15:04,8/29/2025 15:06,anonymous,,"Hành Trình ""Xương Thủy Tinh""",Nguyễn Thị Thu Sương,Văn học - Tiểu thuyết,NXB Trẻ
606,8/29/2025 15:06,8/29/2025 15:06,anonymous,,Tảng Băng Tan (Our Iceberg Is Melting),John Kotter và Holger Rathgeber,Other,NXB Tổng Hợp TP.HCM
607,8/29/2025 15:06,8/29/2025 15:07,anonymous,,Sững sờ & run rẩy.     ,Amelie Nothbomb,Văn học - Tiểu thuyết,NXB Văn Học
608,8/29/2025 15:06,8/29/2025 15:07,anonymous,,CHUYỆN ĐÔNG CHUYỆN TÂY,AN CHI,Lịch sử - Địa lý,NXB TRẺ
609,8/29/2025 15:07,8/29/2025 15:07,anonymous,,Nhện Tuyết,Jenny Nimmo,Văn học - Tiểu thuyết,NXB Trẻ
610,8/29/2025 15:06,8/29/2025 15:07,anonymous,,Sử dụng tiếng Anh trong Email cá nhân và công việc,Lê Huy Lâm,Kỹ năng mềm,NXB Tổng Hợp Thành Phố Hồ Chí Minh
611,8/29/2025 15:07,8/29/2025 15:07,anonymous,,bán khống,Michael lewis,Kinh tế - Quản trị,nxb kinh tế quốc dân
612,8/29/2025 15:06,8/29/2025 15:07,anonymous,,Việc hôm nay chớ để ngày mai,Richard Templar,Kỹ năng mềm,NXB Lao động - Xã hội
613,8/29/2025 15:06,8/29/2025 15:08,anonymous,,Cẩm Nang Hướng Dẫn Mua Lại & Sát Nhập,Timothy J. Galphin & Mark Herndon,Kinh tế - Quản trị,NXB Tổng Hợp TP. HCM
614,8/29/2025 15:07,8/29/2025 15:08,anonymous,,Những chuyện kể của Beedle người hát rong,J.K.Rowling,Văn học - Tiểu thuyết,NXB Trẻ
615,8/29/2025 14:39,8/29/2025 15:09,anonymous,,Chuyện con mèo dạy hải âu bay,Luis Seplulveda,Văn học - Tiểu thuyết,NXB hội nhà văn
616,8/29/2025 15:08,8/29/2025 15:09,anonymous,,Ý THIÊN ĐỒ LONG KÝ SỐ 1,KIM DUNG,Văn học - Tiểu thuyết,NXB VĂN HỌC
617,8/29/2025 15:07,8/29/2025 15:10,anonymous,,Xa xôi thôn ngựa già,Ma văn kháng,Văn học - Tiểu thuyết,Nxb phụ nữ
618,8/29/2025 15:07,8/29/2025 15:10,anonymous,,Phải trái đúng sai,michael sandel,Kỹ năng mềm,nxb trẻ
619,8/29/2025 15:09,8/29/2025 15:10,anonymous,,Ý THIÊN ĐỒ LONG KÝ SỐ 2,KIM DUNG,Văn học - Tiểu thuyết,NXB VĂN HỌC
620,8/29/2025 15:08,8/29/2025 15:10,anonymous,,The Balanced Scorecard: Thẻ Điểm Cân Bằng,Robert S.Kaplan & David P.Norton,Kinh tế - Quản trị,NXB Trẻ
621,8/29/2025 15:08,8/29/2025 15:10,anonymous,,Cửa hành cho những kẻ chán sống,Jean Teulé,Kỹ năng mềm,NXB Hội Nhà Văn
622,8/29/2025 15:08,8/29/2025 15:10,anonymous,,Đôn Kihote Nhà quý tộc tài ba xứ Mantra,Miguel De Cervantes Saavedra,Văn học - Tiểu thuyết,NXB Văn học
623,8/29/2025 15:09,8/29/2025 15:10,anonymous,,Chuyện con mèo dạy hải âu bay,Luis sepulveda,Văn học - Tiểu thuyết,NXB hội nhà văn
624,8/29/2025 15:10,8/29/2025 15:10,anonymous,,Ngày thường hà nội,Băng sơn,Hồi ký - Tiểu sử - Tự truyện,Nxb văn học
625,8/29/2025 15:10,8/29/2025 15:11,anonymous,,tốc độ của niềm tin,stephen MR Covey,Kỹ năng mềm,nxb trẻ
626,8/29/2025 15:09,8/29/2025 15:11,anonymous,,ELLEN Degeneres,Nghiêm túc thì tôi chỉ đùa thôi,Hồi ký - Tiểu sử - Tự truyện,NXB Thế Giới
627,8/29/2025 15:11,8/29/2025 15:11,anonymous,,Nghĩ về thăng long hà nội,Hội khoa học lịch sử tp HCM,Lịch sử - Địa lý,Nxb Trẻ
628,8/29/2025 15:11,8/29/2025 15:11,anonymous,,Sự bình yên trong tâm hồn,Cẩm tiên,Tâm lý - Giáo dục,NXB Văn hóa thông tin
629,8/29/2025 15:10,8/29/2025 15:12,anonymous,,Đô-la Hay Lá Nho?Lột Trần Cô Nàng Kinh Tế Học,Charles Wheelan,Kinh tế - Quản trị,NXB Lao Động - Xã Hội
630,8/29/2025 15:11,8/29/2025 15:12,anonymous,,Sống bằng cả trái tim,Nguyễn Văn Như,Tâm lý - Giáo dục,NXB Thế giới
631,8/29/2025 15:11,8/29/2025 15:12,anonymous,,Leo núi phú sĩ,Trần quân ngọc,Hồi ký - Tiểu sử - Tự truyện,Nxb văn học
632,8/29/2025 15:12,8/29/2025 15:13,anonymous,,Quy tắc của sự thanh lịch,Emiko Kato,Kỹ năng mềm,NXB Thế giới
633,8/29/2025 15:11,8/29/2025 15:13,anonymous,,Nếu tôi biết được khi còn 20 ,Tina Seelig ,Kinh tế - Quản trị,NXB trẻ
634,8/29/2025 15:12,8/29/2025 15:13,anonymous,,Thiền khí tâm,Master Sridevi Tố Hải,Triết học - Tôn giáo - Tâm linh,NXN phụ nữ
635,8/29/2025 15:10,8/29/2025 15:13,anonymous,,Sushi cho người Mới Bắt Đầu,Marian Keyes,Văn học - Tiểu thuyết,NXB Hội nhà văn
636,8/29/2025 15:13,8/29/2025 15:14,anonymous,,Văn Minh Làm Giàu & Nguồn Gốc Của Cải,TS. Vương Quân Hoàng,Kinh tế - Quản trị,NXB Chính Trị Quốc Gia
637,8/29/2025 15:13,8/29/2025 15:15,anonymous,,Chiến thắng con quỷ trong bạn,Napoleon Hill,Tâm lý - Giáo dục,NXB Thái Hà
638,8/29/2025 15:13,8/29/2025 15:15,anonymous,,Tín đồ Shopping oanh tạc Manhattan,Sophie Kinsella,Văn học - Tiểu thuyết,NXB Hội nhà văn
639,8/29/2025 15:13,8/29/2025 15:15,anonymous,,Project management essential Course,FPT Software ,Học liệu,FPT Software
640,8/29/2025 15:17,8/29/2025 15:18,anonymous,,スピードマスター! 漢字検定2級 出題回数別 問題集: Speed Master! Sách bài tập theo số lần ra đề thi Hán tự cấp độ 2,Takahashi Shoten,Ngoại ngữ,Takahashi Shoten
641,8/29/2025 15:17,8/29/2025 15:20,anonymous,,"Introduction to Management, Business and Marketing",Management Development Institute of Singapore,Học liệu,MDIS
642,8/29/2025 15:20,8/29/2025 15:21,anonymous,,The Discover your True North ,Nick Craig & Bill George & Scott Snook,Học liệu,Wiley
643,8/29/2025 16:01,8/29/2025 16:06,anonymous,,ベトナム,池田浩明 (Ikeda Hiroaki),Ngoại ngữ,情報センター出版局
644,8/29/2025 16:13,8/29/2025 16:14,anonymous,,Không bao giờ là thất bại tất cả là thử thách,Chung Ju Yung,Hồi ký - Tiểu sử - Tự truyện,NXB thế giới
645,8/29/2025 16:10,8/29/2025 16:15,anonymous,,回転する熱帯 (The Spinning Tropics),望月飛鳥 (Aska Mochizuki),Ngoại ngữ,Japan
646,8/29/2025 16:16,8/29/2025 16:19,anonymous,,本試験型 漢字検定 1級 試験問題集 (Kiểu đề thi thật - Tuyển tập đề thi Kentei Kanji cấp 1),No,Ngoại ngữ,NXB Thành lập bởi 成美堂出版編集部編 (Ban biên tập Seibido Shuppan)
647,8/29/2025 16:20,8/29/2025 16:21,anonymous,,Kanji Kentei 3 kyu [Hinshutsudo Jun] Mondai-shuu (漢字検定 3級 [頻出度順]問題集) (Tuyển tập đề thi Kiểm định Hán tự cấp độ 3),No,Ngoại ngữ,NXB Takahashi Shoten (高橋書店)
648,8/29/2025 16:16,8/29/2025 16:21,anonymous,,奇貨,松浦理英子,Ngoại ngữ,新潮社
649,8/29/2025 16:21,8/29/2025 16:22,anonymous,,Bản mẫu đề thi Kanken Cấp 2 (本試験型漢字検定2級試験問題集).,No,Ngoại ngữ,No
650,8/29/2025 16:22,8/29/2025 16:22,anonymous,,"Kanji Kentei Jun 2-kyu Shutsudai Kaisubetsu Mondai Shu: Speed Master!"" (Bộ đề thi phân loại theo tần suất ra đề Kanji Kentei cấp độ tiền 2: Speed Master!",No,Ngoại ngữ,No
651,8/29/2025 16:21,8/29/2025 16:23,anonymous,,CD: Shin Nihongo no Kiso II,N/A,Học liệu,AOTS
652,8/29/2025 16:23,8/29/2025 16:24,anonymous,,漢字検定 準1級 試験問題集 2006年版 ,成美堂出版編集部,Ngoại ngữ, 成美堂出版
653,8/29/2025 17:12,8/29/2025 17:14,anonymous,,TOEFL ,"Michael A.Pyle, M.A. & Mary Ellen Munoz Page, M.A",Ngoại ngữ,Cliffs
654,8/29/2025 17:13,8/29/2025 17:15,anonymous,,Quốc gia khởi nghiệp,Dan Senor & Saul Singer,Kinh tế - Quản trị,NXB Thế Giới
655,8/29/2025 17:13,8/29/2025 17:15,anonymous,,Quốc gia khởi nghiệp,Dan Senor & Saul Singer,Kinh tế - Quản trị,NXB Thế Giới
656,8/29/2025 17:15,8/29/2025 17:16,anonymous,,Enlarging your vocabulary,NGUYỄN THANH CHƯƠNG,Ngoại ngữ,NXB Trẻ
657,8/29/2025 17:16,8/29/2025 17:17,anonymous,,LUẬT TRÍ NÃO,John Medina,Kỹ năng mềm,NXB Lao động - Xã hội
658,9/22/2025 17:29,9/22/2025 17:42,anonymous,,Ứng dụng AI vào doanh nghiệp,Hoàng Nam Tiến,Kinh tế - Quản trị,NXB Dân Trí
659,9/22/2025 17:42,9/22/2025 17:43,anonymous,,Hoá giải sợ hãi bằng tình thương,Thích Nhất Hạnh,Tâm lý - Giáo dục,NXB Thế Giới
660,9/22/2025 17:41,9/22/2025 17:43,anonymous,,Quốc gia khởi nghiệp,Dan Senor & Saul Singer,Kinh tế - Quản trị,NXB Thế Giới
661,9/22/2025 17:43,9/22/2025 17:44,anonymous,,Hoá giải sợ hãi bằng tình thương,Thích Nhất Hạnh,Tâm lý - Giáo dục,NXB Thế Giới
662,9/22/2025 17:44,9/22/2025 17:45,anonymous,,Hoá giải sợ hãi bằng tình thương ,Thích Nhất Hạnh,Tâm lý - Giáo dục,NXB Thế Giới
663,9/22/2025 17:43,9/22/2025 17:45,anonymous,,The power of now,Eckhart Tolle,Kỹ năng mềm,NXB Tổng Hợp TPHCM
664,9/22/2025 17:45,9/22/2025 17:45,anonymous,,Hoá giải sợ hãi bằng tình thương,Thích Nhất Hạnh,Tâm lý - Giáo dục,NXB Thế Giới
665,9/22/2025 17:45,9/22/2025 17:46,anonymous,,Giận,Thích Nhất Hạnh,Tâm lý - Giáo dục,NXB Thế Giới
666,9/22/2025 17:46,9/22/2025 17:46,anonymous,,Giận,Thích Nhất Hạnh,Tâm lý - Giáo dục,NXB Thế Giới
667,9/22/2025 17:45,9/22/2025 17:47,anonymous,,Tâm tình với đất mẹ,Thích Nhất Hạnh,Tâm lý - Giáo dục,NXB Dân Trí
668,9/22/2025 17:46,9/22/2025 17:47,anonymous,,Giận,Thích Nhất Hạnh,Tâm lý - Giáo dục,NXB Thế Giới
669,9/22/2025 17:47,9/22/2025 17:48,anonymous,,Giận,Thích Nhất Hạnh,Tâm lý - Giáo dục,NXB Thế Giới
670,9/22/2025 17:47,9/22/2025 17:48,anonymous,,Giao tiếp người bản xứ trong 3 tháng,Benny Lewis,Ngoại ngữ,NXB khoa học xã hội
671,9/22/2025 17:48,9/22/2025 17:49,anonymous,,Nhà Lãnh Đạo Tương Lai,Jacob Morgan,Kinh tế - Quản trị,NXB Thế Giới
672,9/22/2025 17:49,9/22/2025 17:49,anonymous,,Tôi nói gì khi nói về chạy bộ,Haruki Murakami,Y học - Sức khỏe - Thể thao,NXB hội nhà văn
673,9/22/2025 17:49,9/22/2025 17:50,anonymous,,Làm Cha Mẹ Tỉnh Thức,Shefali Tsabary,Tâm lý - Giáo dục,NXB Lao Động
674,9/22/2025 17:50,9/22/2025 17:50,anonymous,,Giao Trồng Hạnh Phúc,Thích Nhất Hạnh,Tâm lý - Giáo dục,NXB Lao Động
